OrganizationIdentifier,MonitoringLocationIdentifier,ML_ID,ML_Name,Latitude,Longitude,HUC10_ID,Name_AU,AUID_ATTNS,Type,NavStatus
AKDECWQ,AKDECWQ-AnchBact20-Che3,AnchBact20-Che3,Chester Creek - Lower,61.204757,-149.899965,1902040108,Chester Creek,AK_R_2040108_003,River,Unknown
AKDECWQ,AKDECWQ-AnchBact20-Che33,AnchBact20-Che33,Chester Creek - Upper,61.205741,-149.717616,1902040108,Chester Creek,AK_R_2040108_003,River,Unknown
AKDECWQ,AKDECWQ-AnchBact20-Che7,AnchBact20-Che7,University Lake - East,61.186344,-149.798528,1902040108,University Lake,AK_L_2040108_055,Lake,Unknown
AKDECWQ,AKDECWQ-AnchBact20-FC11,AnchBact20-FC11,Fish Creek - S Fork Upper,61.179487,-149.930347,1902040108,Fish Creek,AK_R_2040108_009,River,Unknown
AKDECWQ,AKDECWQ-AnchBact20-FC7,AnchBact20-FC7,Fish Creek - Lower,61.196385,-149.929546,1902040108,Fish Creek,AK_R_2040108_009,River,Unknown
AKDECWQ,AKDECWQ-AnchBact20-Fur3,AnchBact20-Fur3,Furrow Creek - Lower,61.105813,-149.881275,1902040107,Furrow Creek,AK_R_2040107_002,River,Unknown
AKDECWQ,AKDECWQ-AnchBact20-LRab4,AnchBact20-LRab4,Little Rabbit Creek - Lower,61.080493,-149.789695,1902040107,Little Rabbit Creek,AK_R_2040107_003_001,River,Unknown
AKDECWQ,AKDECWQ-AnchBact20-LSur2,AnchBact20-LSur2,Little Survival Creek - Lower,61.068538,-149.79956,1902040107,Little Survival Creek,AK_R_2040107_007,River,Unknown
AKDECWQ,AKDECWQ-AU01_HSLP,AU01_HSLP,Auke Bay 01,58.3826,-134.654,1901030107,Auke Bay,AK_M_1030107_002,Marine,Navigable
AKDECWQ,AKDECWQ-AU02_HSLP,AU02_HSLP,Auke Bay 02,58.3811,-134.682,1901030107,Auke Bay,AK_M_1030107_002,Marine,Navigable
AKDECWQ,AKDECWQ-BL-1,BL-1,Birch Lake,64.304991,-146.665853,1908030709,Birch Lake,AK_L_8030709_001,Lake,Unknown
AKDECWQ,AKDECWQ-CHS02_HSLP,CHS02_HSLP,Chatham Strait 02,57.45233333,-134.7856667,1901050007,Chatham Strait,AK_M_1050007_001,Marine,Navigable
AKDECWQ,AKDECWQ-CHS03_HSLP,CHS03_HSLP,Chatham Strait 03,58.32266667,-134.9861667,1901030108,Lynn Canal,AK_M_1030108_001,Marine,Navigable
AKDECWQ,AKDECWQ-CL-1,CL-1,Chena Lake southeast parking lot,64.768754,-147.214083,1908030609,Chena Lake,AK_L_8030609_003,Lake,Unknown
AKDECWQ,AKDECWQ-CS01_HSLP,CS01_HSLP,Clarence Strait 01,55.4427,-131.8493667,1901010210,Inside Passage Gravina Island-Frontal Clarence Strait,AK_M_1010210_003,Marine,Navigable
AKDECWQ,AKDECWQ-CS02_HSLP,CS02_HSLP,Clarence Strait 02,55.8235,-132.4271667,1901050009,Clarence Strait,AK_M_1050009_001,Marine,Navigable
AKDECWQ,AKDECWQ-CS03_HSLP,CS03_HSLP,Clarence Strait 03,56.13483333,-132.7785,1901050009,Clarence Strait,AK_M_1050009_001,Marine,Navigable
AKDECWQ,AKDECWQ-CS-1,CS-1,Chena Slough Mission,64.754004,-147.327003,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-2,CS-2,Chena Slough Airway,64.76952,-147.343164,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-3,CS-3,Chena Slough Plack,64.776749,-147.353611,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-4,CS-4,Chena Slough Peede,64.820615,-147.438911,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-5,CS-5,Chena Slough Persinger,64.834714,-147.487597,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-CS-6,CS-6,Nordale,64.814283,-147.411905,1908030609,Chena Slough,AK_R_8030609_004_001,River,Unknown
AKDECWQ,AKDECWQ-DH01_HSLP,DH01_HSLP,Dutch Harbor 01,53.90843333,-166.4863667,1903010208,Iliuliuk Bay,AK_M_3010208_008,Marine,Navigable
AKDECWQ,AKDECWQ-DH02_HSLP,DH02_HSLP,Dutch Harbor 02,53.9089,-166.5135,1903010208,Dutch Harbor (facilities),AK_M_3010208_005,Marine,Navigable
AKDECWQ,AKDECWQ-DH03_HSLP,DH03_HSLP,Dutch Harbor 03,53.9032,-166.5255,1903010208,Dutch Harbor (entire harbor),AK_M_3010208_023,Marine,Navigable
AKDECWQ,AKDECWQ-DH04_HSLP,DH04_HSLP,Dutch Harbor 04,53.89181667,-166.5336667,1903010208,Dutch Harbor (facilities),AK_M_3010208_005,Marine,Navigable
AKDECWQ,AKDECWQ-DH05_HSLP,DH05_HSLP,Dutch Harbor 05,53.8835,-166.5282,1903010208,Iliuliuk Bay,AK_M_3010208_008,Marine,Navigable
AKDECWQ,AKDECWQ-DH06_HSLP,DH06_HSLP,Dutch Harbor 06,53.8804,-166.54629,1903010208,Iliuliuk Harbor (main),AK_M_3010208_024,Marine,Navigable
AKDECWQ,AKDECWQ-DI_HSLP,DI_HSLP,Deer Island,55.94656667,-132.0927833,1901050005,Ernest Sound,AK_M_1050005_000,Marine,Navigable
AKDECWQ,AKDECWQ-FP_HSLP,FP_HSLP,False Point,58.36583333,-134.9726167,1901030107,Admiralty Island-Frontal Lynn Canal,AK_M_1030107_000,Marine,Navigable
AKDECWQ,AKDECWQ-FS02_HSLP,FS02_HSLP,Frederick Sound 02,57.1485,-134.002,1901050004,Fredrick Sound,AK_M_1050004_001,Marine,Navigable
AKDECWQ,AKDECWQ-FS03_HSLP,FS03_HSLP,Frederick Sound 03,57.07116667,-133.161,1901050004,Fredrick Sound,AK_M_1050004_001,Marine,Navigable
AKDECWQ,AKDECWQ-HA01_HSLP,HA01_HSLP,Haines 01,59.2262,-135.4072,1901030308,Chilkoot Inlet-Frontal Lynn Canal,AK_M_1030308_000,Marine,Navigable
AKDECWQ,AKDECWQ-HA02_HSLP,HA02_HSLP,Haines 02,59.22935,-135.4329667,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA03_HSLP,HA03_HSLP,Haines 03,59.2326,-135.4194,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA04_HSLP,HA04_HSLP,Haines 04,59.2327,-135.4386,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA05_HSLP,HA05_HSLP,Haines 05,59.2356,-135.4364,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HA06_HSLP,HA06_HSLP,Haines 06,59.27055,-135.4382,1901030308,Haines Coastal Area,AK_M_1030308_007,Marine,Navigable
AKDECWQ,AKDECWQ-HO01_HSLP,HO01_HSLP,Hoonah 01,58.13705,-135.4611667,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO02_HSLP,HO02_HSLP,Hoonah 02,58.13451667,-135.4657,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO03_HSLP,HO03_HSLP,Hoonah 03,58.1289,-135.4667833,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO04_HSLP,HO04_HSLP,Hoonah 04,58.13478333,-135.4793,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO05_HSLP,HO05_HSLP,Hoonah 05,58.11636667,-135.4592667,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO06_HSLP,HO06_HSLP,Hoonah 06,58.11156667,-135.4503833,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO07_HSLP,HO07_HSLP,Hoonah 07,58.10758333,-135.44905,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HO08_HSLP,HO08_HSLP,Hoonah 08,58.10445,-135.45165,1901021109,Hoonah Marine Assessment Unit,AK_M_1021109_013,Marine,Navigable
AKDECWQ,AKDECWQ-HR01_HSLP,HR01_HSLP,Homer 01,59.61826667,-151.4240667,1902030108,Stariski Creek-Frontal Cook Inlet,AK_M_2030108_000,Marine,Navigable
AKDECWQ,AKDECWQ-HR02_HSLP,HR02_HSLP,Homer 02,59.60408333,-151.4184833,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR03_HSLP,HR03_HSLP,Homer 03,59.60943333,-151.4211833,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR04_HSLP,HR04_HSLP,Homer 04,59.60636667,-151.4131667,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR05_HSLP,HR05_HSLP,Homer 05,59.60338333,-151.4093667,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-HR06_HSLP,HR06_HSLP,Homer 06,59.59815,-151.405,1902030108,Homer Nearshore Area,AK_M_2030108_006,Marine,Navigable
AKDECWQ,AKDECWQ-IS01_HSLP,IS01_HSLP,Icy Strait 01,58.1545,-134.9898333,1901050007,Chatham Strait,AK_M_1050007_001,Marine,Navigable
AKDECWQ,AKDECWQ-IS02_HSLP,IS02_HSLP,Icy Strait 02,58.29833333,-135.7741667,1901050006,Icy Strait,AK_M_1050006_003,Marine,Navigable
AKDECWQ,AKDECWQ-JC-Egan,JC-Egan,Jordan Creek Egan,58.366779,-134.577177,1901030106,Jordan Creek,AK_R_1030106_014,River,Unknown
AKDECWQ,AKDECWQ-JC-Glacier,JC-Glacier,Jordan Creek Glacier,58.362528,-134.581459,1901030106,Jordan Creek,AK_R_1030106_014,River,Unknown
AKDECWQ,AKDECWQ-JC-JordanAveSouth,JC-JordanAveSouth,Jordan Creek-Jordan Avenue South,58.360121,-134.579727,1901030106,Jordan Creek,AK_R_1030106_014,River,Unknown
AKDECWQ,AKDECWQ-JU01_HSLP,JU01_HSLP,Juneau 01,58.2964,-134.4247,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU02_HSLP,JU02_HSLP,Juneau 02,58.2965,-134.4076,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU05_HSLP,JU05_HSLP,Juneau 05,58.294935,-134.40206,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU06_HSLP,JU06_HSLP,Juneau 06,58.29272333,-134.4063817,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU07_HSLP,JU07_HSLP,Juneau 07,58.291705,-134.3959083,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU08_HSLP,JU08_HSLP,Juneau 08,58.28929333,-134.4006167,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU09_HSLP,JU09_HSLP,Juneau 09,58.28468,-134.3973833,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU10_HSLP,JU10_HSLP,Juneau 10,58.27733833,-134.38608,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU11_HSLP,JU11_HSLP,Juneau 11,58.30083333,-134.428975,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU12_HSLP,JU12_HSLP,Juneau 12,58.30737833,-134.4397833,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-JU13_HSLP,JU13_HSLP,Juneau 13,58.274405,-134.3661733,1901030106,North Gastineau Channel,AK_M_1030106_003,Marine,Navigable
AKDECWQ,AKDECWQ-KDK01_HSLP,KDK01_HSLP,Kodiak 01,57.7852,-152.4093583,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK02_HSLP,KDK02_HSLP,Kodiak 02,57.78324167,-152.4254117,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK03_HSLP,KDK03_HSLP,Kodiak 03,57.775,-152.4172,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK04_HSLP,KDK04_HSLP,Kodiak 04,57.78968667,-152.3915233,1902070115,Kodiak Harbors,AK_M_2070115_007,Marine,Navigable
AKDECWQ,AKDECWQ-KDK05_HSLP,KDK05_HSLP,Kodiak 05,57.83084,-152.3357333,1902070114,Afognak River-Frontal Marmot Bay,AK_M_2070114_000,Marine,Navigable
AKDECWQ,AKDECWQ-KDK06_HSLP,KDK06_HSLP,Kodiak 06,57.81258,-152.30533,1902070115,Buskin River-Chiniak Bay,AK_M_2070115_000,Marine,Navigable
AKDECWQ,AKDECWQ-KE01_HSLP,KE01_HSLP,Ketchikan 01,55.33861667,-131.6433833,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE02_HSLP,KE02_HSLP,Ketchikan 02,55.33633333,-131.6454333,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE03_HSLP,KE03_HSLP,Ketchikan 03,55.34048333,-131.6592167,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE04_HSLP,KE04_HSLP,Ketchikan 04,55.34375,-131.6560667,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE05_HSLP,KE05_HSLP,Ketchikan 05,55.34541667,-131.6626333,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE06_HSLP,KE06_HSLP,Ketchikan 06,55.34198333,-131.6667667,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE07_HSLP,KE07_HSLP,Ketchikan 07,55.32998333,-131.62585,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE08_HSLP,KE08_HSLP,Ketchikan 08,55.3468,-131.6706,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KE09_HSLP,KE09_HSLP,Ketchikan 09,55.34796667,-131.68785,1901010204,Tongass Narrows combined,AK_M_1010204_011,Marine,Navigable
AKDECWQ,AKDECWQ-KR RM 10.1,KR RM 10.1,Kenai River - River Mile 10.1,60.539279,-151.142263,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
AKDECWQ,AKDECWQ-KR RM 12.75,KR RM 12.75,Kenai River - River Mile 12.75 - Upstream Pillars Boat Launch,60.52977,-151.09554,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
AKDECWQ,AKDECWQ-KR RM 19,KR RM 19,Kenai River - River Mile 19,60.4816,-151.124,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 19 SC,KR RM 19 SC,Kenai River - River Mile 19 - Slikok Creek,60.482318,-151.127053,1902030218,Slikok Creek,AK_R_2030218_006,River,Unknown
AKDECWQ,AKDECWQ-KR RM 19.1,KR RM 19.1,Kenai River - River Mile 19.1,60.47614,-151.11905,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 20.75,KR RM 20.75,Kenai River - River Mile 20.75,60.48083,-151.10474,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 21,KR RM 21,Kenai River - River Mile 21 - Soldotna Bridge,60.476634,-151.082099,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 21.1,KR RM 21.1,Kenai River - River Mile 21.1 - Upstream Soldotna Bridge,60.47638,-151.08163,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 23,KR RM 23,Kenai River - River Mile 23 - Swiftwater Park,60.480338,-151.030847,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 31,KR RM 31,Kenai River - River Mile 31,60.498284,-150.863121,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 40,KR RM 40,Kenai River - River Mile 40,60.515441,-150.702069,1902030218,Kenai River,AK_R_2030218_002_002,River,Navigable
AKDECWQ,AKDECWQ-KR RM 5,KR RM 5,Kenai River - River Mile 5,60.52557,-151.209,1902030218,Kenai River,AK_R_2030218_002_001,River,Navigable
AKDECWQ,AKDECWQ-KR RM 76,KR RM 76,Kenai River - River Mile 76,60.484,-149.951,1902030214,Kenai River,AK_R_2030214_007,River,Navigable
AKDECWQ,AKDECWQ-KR RM 82,KR RM 82,Kenai River - River Mile 82 - Kenai Lake Bridge,60.492,-149.81087,1902030212,Kenai Lake,AK_L_2030212_001,Lake,Navigable
AKDECWQ,AKDECWQ-KR RM 82.1,KR RM 82.1,Kenai River - River Mile 82.1,60.49181,-149.81038,1902030212,Kenai Lake,AK_L_2030212_001,Lake,Navigable
AKDECWQ,AKDECWQ-LC01_HSLP,LC01_HSLP,Lynn Canal 01,58.57016667,-134.9415,1901030107,Admiralty Island-Frontal Lynn Canal,AK_M_1030107_000,Marine,Navigable
AKDECWQ,AKDECWQ-LC02_HSLP,LC02_HSLP,Lynn Canal 02,58.99816667,-135.279,1901030108,Lynn Canal,AK_M_1030108_001,Marine,Navigable
AKDECWQ,AKDECWQ-LPD1,LPD1,Lower Piledriver 1,64.60265,-147.09042,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LPD12,LPD12,Lower Piledriver 12,64.62975,-147.09305,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LPD5,LPD5,Lower Piledriver 5,64.6044,-147.088,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LPD8,LPD8,Lower Piledriver 8,64.61433,-147.08876,1908030710,Piledriver Slough,AK_R_8030710_005,River,Unknown
AKDECWQ,AKDECWQ-LS-4 km dn,LS-4 km dn,Little Susitna River 4 km downstream of State PUF boat launch,61.42336,-150.19395,1902050512,Little Susitna River,AK_R_2050512_016_003,River,Navigable
AKDECWQ,AKDECWQ-LS-8 km dn,LS-8 km dn,Little Susitna River 8 km downstream of state PUF boat launch,61.40973,-150.20883,1902050512,Little Susitna River,AK_R_2050512_016_003,River,Navigable
AKDECWQ,AKDECWQ-LS-Ref,LS-Ref,Little Susitna River upstream of Parks Highway in Houston,61.62517,-149.79807,1902050512,Little Susitna River,AK_R_2050512_016_005,River,Navigable
AKDECWQ,AKDECWQ-MP_HSLP,MP_HSLP,Middle Point,58.2408,-134.64205,1901020608,Limestone Inlet-Frontal Stephens Passage,AK_M_1020608_000,Marine,Navigable
